kepid,tce_plnt_num,pred_score,pred_class
004645833,02,0.000,0
004646159,01,0.000,0
004646159,02,0.000,0
004646159,03,0.000,0
004646159,04,0.000,0
004646848,01,0.000,0
004647662,01,0.000,0
004647662,02,0.000,0
004647715,01,0.000,0
004647715,02,0.000,0
004647715,03,0.000,0
004647715,04,0.000,0
004647715,06,0.000,0
004647715,07,0.000,0
004647763,01,0.000,0
004647763,02,0.000,0
004647763,03,0.000,0
004648848,01,0.000,0
004649238,01,0.000,0
004649238,02,0.000,0
004649238,03,0.000,0
004649238,04,0.000,0
004649238,05,0.000,0
004649305,01,0.983,1
004649305,02,0.000,0
004649344,01,0.000,0
004649344,02,0.000,0
004649344,04,0.000,0
004649440,01,0.000,0
004649440,02,0.000,0
004649462,01,0.000,0
004649476,01,0.000,0
004649476,02,0.000,0
004649476,03,0.000,0
004650137,01,0.000,0
004650137,02,0.000,0
004650137,03,0.000,0
004650137,04,0.000,0
004650137,05,0.000,0
004650137,06,0.000,0
004650327,01,0.000,0
004650327,02,0.000,0
004650327,03,0.000,0
004650327,04,0.000,0
004650327,05,0.000,0
004650327,06,0.000,0
004650674,01,1.000,1
004650733,01,1.000,1
004650995,01,0.000,0
004650995,02,0.000,0
004651220,01,0.000,0
004651273,01,0.000,0
004651312,01,0.000,0
004651399,01,0.103,0
004656049,01,1.000,1
004658336,01,0.000,0
004658336,02,0.000,0
004659094,01,0.000,0
004659094,02,0.000,0
004659094,03,0.000,0
004659255,01,0.000,0
004659405,01,0.000,0
004659405,02,0.000,0
004659476,01,0.000,0
004659837,01,0.000,0
004659837,02,0.000,0
004659837,03,0.000,0
004659837,04,0.000,0
004659837,05,0.000,0
004659837,06,0.000,0
004660027,01,0.000,0
004660255,01,0.000,0
004660665,01,0.000,0
004660691,01,0.000,0
004660691,02,0.000,0
004660691,03,0.000,0
004660691,04,0.000,0
004660797,01,0.000,0
004661634,01,0.000,0
004661634,02,0.000,0
004661660,01,0.000,0
004661660,02,0.000,0
004661660,03,0.000,0
004661660,04,0.000,0
004661703,01,0.000,0
004661946,01,0.000,0
004661980,01,0.000,0
004662336,01,0.000,0
004662336,02,0.000,0
004663148,01,0.000,0
004663148,02,0.000,0
004663148,03,0.000,0
004663185,01,0.000,0
004663267,01,0.000,0
004663623,01,0.000,0
004663623,02,0.000,0
004663658,01,0.000,0
004663658,02,0.000,0
004663658,03,0.000,0
004664046,01,0.000,0
004664743,01,0.000,0
004664743,02,0.000,0
004664754,01,0.000,0
004664847,01,1.000,1
004665568,01,0.000,0
004665568,02,0.000,0
004665568,03,0.000,0
004665568,04,0.000,0
004665571,01,1.000,1
004665571,02,1.000,1
004665989,01,0.000,0
004665991,01,0.000,0
004666008,01,0.000,0
004666008,02,0.000,0
004667734,01,0.000,0
004667807,01,0.000,0
004667875,01,0.000,0
004667989,01,0.000,0
004667989,02,0.000,0
004667989,03,0.000,0
004667989,04,0.000,0
004667989,05,0.000,0
004668393,01,0.000,0
004668993,01,0.000,0
004669402,01,0.000,0
004669402,02,0.000,0
004669402,03,0.000,0
004669417,01,0.000,0
004669417,02,0.000,0
004670217,01,0.999,1
004670267,01,0.000,0
004670361,01,0.381,1
004670846,01,0.000,0
004671225,01,0.000,0
004671225,02,0.000,0
004671225,03,0.000,0
004671547,01,0.000,0
004671547,03,0.000,0
004671547,04,0.000,0
004671547,05,0.000,0
004671547,06,0.000,0
004671547,07,0.000,0
004671547,08,0.000,0
004671547,09,0.000,0
004671584,01,0.000,0
004672010,01,0.000,0
004672010,02,0.000,0
004672045,01,0.000,0
004672045,02,0.000,0
004672045,03,0.000,0
004673628,01,0.838,1
004676964,01,1.000,1
004677140,01,0.000,0
004677282,01,0.000,0
004678171,01,0.000,0
004678171,02,0.000,0
004678188,01,0.000,0
004678188,02,0.000,0
004678873,01,0.000,0
004678875,01,0.000,0
004678875,02,0.000,0
004678875,03,0.000,0
004678919,01,0.000,0
004678919,02,0.000,0
004679314,01,0.001,0
004679369,01,0.000,0
004679369,02,0.000,0
004679457,01,0.000,0
004679457,02,0.000,0
004679528,01,0.000,0
004679528,02,0.000,0
004679562,01,0.000,0
004679562,02,0.000,0
004679562,03,0.000,0
004679562,04,0.000,0
004679687,01,0.000,0
004679769,01,0.000,0
004679769,02,0.000,0
004679988,01,0.000,0
004680002,01,0.000,0
004680002,02,0.000,0
004680543,01,0.000,0
004680772,01,0.001,0
004681067,01,0.000,0
004681067,02,0.000,0
004681067,03,0.000,0
004681067,04,0.000,0
004681067,05,0.000,0
004681152,01,0.001,0
004681152,02,0.000,0
004725292,01,0.000,0
004725292,02,0.000,0
004725681,01,1.000,1
004725681,02,0.995,1
004725764,01,0.000,0
004725913,01,0.000,0
004725913,02,0.000,0
004725913,03,0.000,0
004725913,04,0.000,0
004725913,05,0.000,0
004725913,06,0.000,0
004725913,07,0.000,0
004725913,08,0.000,0
004726192,01,0.000,0
004726268,01,0.000,0
004729553,01,0.000,0
004730442,01,0.000,0
004731916,01,0.000,0
004731916,02,0.000,0
004731916,03,0.000,0
004732015,01,0.000,0
004733003,01,0.000,0
004733003,02,0.000,0
004733003,03,0.000,0
004733318,01,0.000,0
004733344,01,0.000,0
004733344,02,0.000,0
004733344,03,0.000,0
004735826,01,1.000,1
004735826,02,1.000,1
004736074,01,0.000,0
004736208,01,0.000,0
004736208,02,0.000,0
004736208,03,0.000,0
004736208,04,0.000,0
004736208,06,0.000,0
004736208,07,0.000,0
004736208,08,0.000,0
004736562,01,0.000,0
004736562,02,0.000,0
004736562,03,0.000,0
004736569,01,1.000,1
004736569,02,0.950,1
004736644,01,0.993,1
004737267,01,0.000,0
004737267,02,0.000,0
004737302,01,0.000,0
004737302,02,0.000,0
004737595,01,0.000,0
004737595,02,0.000,0
004737595,03,0.000,0
004737595,04,0.000,0
004737595,05,0.000,0
004737705,01,0.000,0
004737705,02,0.000,0
004737720,01,0.000,0
004737720,02,0.000,0
004737720,03,0.000,0
004738095,01,0.000,0
004738155,01,0.000,0
004738155,02,0.000,0
004738155,03,0.000,0
004738155,04,0.000,0
004738155,05,0.000,0
004738155,06,0.000,0
004738155,07,0.000,0
004738155,08,0.000,0
004738155,09,0.000,0
004738249,01,0.000,0
004739194,01,0.000,0
004739194,02,0.000,0
004739229,01,0.000,0
004739229,02,0.000,0
004739229,03,0.000,0
004739229,04,0.000,0
004739565,01,0.000,0
004739791,01,0.000,0
004740125,01,0.000,0
004740598,01,0.000,0
004740676,01,0.000,0
004740676,02,0.000,0
004740688,01,0.000,0
004740780,01,0.000,0
004741126,01,1.000,1
004741126,02,0.993,1
004741455,02,0.000,0
004741455,03,0.000,0
004741455,04,0.000,0
004741455,05,0.000,0
004741455,06,0.000,0
004741455,07,0.000,0
004741484,01,0.000,0
004742188,01,0.255,1
004742414,01,0.999,1
004742420,01,0.997,1
004742452,01,0.937,1
004742716,01,0.000,0
004742716,02,0.000,0
004743188,01,0.000,0
004743189,01,0.000,0
004743189,02,0.000,0
004743189,03,0.000,0
004743189,04,0.000,0
004743508,01,0.692,1
004743508,02,0.000,0
004743508,03,0.000,0
004743513,01,0.000,0
004743513,02,0.000,0
004749912,01,0.000,0
004749989,01,0.000,0
004749989,02,0.000,0
004749989,03,0.000,0
004749989,04,0.000,0
004749989,05,0.000,0
004749989,06,0.000,0
004749989,07,0.000,0
004749989,08,0.000,0
004749989,09,0.000,0
004749989,10,0.000,0
004750341,01,0.000,0
004750669,01,0.842,1
004750889,01,0.000,0
004750889,02,0.000,0
004750889,03,0.000,0
004750889,04,0.000,0
004750889,05,0.000,0
004750889,06,0.000,0
004750938,01,0.000,0
004750938,02,0.000,0
004751083,01,0.000,0
004751083,02,0.000,0
004751561,01,0.000,0
004751659,01,0.000,0
004752451,01,0.000,0
004752451,02,0.000,0
004752451,03,0.000,0
004752731,01,0.000,0
004752731,02,0.000,0
004753561,01,0.000,0
004753561,02,0.000,0
004753561,03,0.000,0
004753988,01,0.000,0
004753988,02,0.000,0
004754310,01,0.000,0
004754831,01,0.000,0
004755450,01,0.000,0
004755450,02,0.000,0
004755450,03,0.000,0
004755450,04,0.000,0
004755450,05,0.000,0
004755450,06,0.000,0
004755450,07,0.000,0
004755450,08,0.000,0
004756040,01,0.000,0
004756040,02,0.000,0
004756040,03,0.000,0
004756040,04,0.000,0
004756040,05,0.000,0
004756092,01,0.000,0
004756171,01,0.000,0
004756243,01,0.000,0
004756243,02,0.000,0
004756725,01,0.000,0
004756776,01,0.000,0
004756776,02,0.000,0
004756776,03,0.000,0
004756776,04,0.000,0
004756776,05,0.000,0
004756776,06,0.000,0
004756798,01,0.000,0
004757331,01,0.000,0
004757437,01,1.000,1
004757437,02,0.996,1
004757997,01,0.000,0
004757997,02,0.000,0
004757997,03,0.000,0
004757997,05,0.000,0
004757997,06,0.000,0
004757997,07,0.000,0
004757997,08,0.000,0
004757997,09,0.000,0
004758350,01,0.000,0
004758350,02,0.000,0
004758350,03,0.000,0
004758350,04,0.000,0
004758350,06,0.000,0
004758350,07,0.000,0
004758350,08,0.000,0
004758350,09,0.000,0
004758368,01,0.000,0
004758368,02,0.000,0
004758595,01,0.000,0
004758595,02,0.000,0
004758595,03,0.000,0
004758595,04,0.000,0
004760478,01,0.988,1
004760746,01,0.000,0
004760946,01,0.000,0
004761060,01,0.000,0
004761060,02,0.000,0
004761183,01,0.000,0
004762283,01,0.837,1
004762283,02,0.000,0
004763020,01,0.017,0
004763381,01,0.000,0
004763776,01,0.000,0
004764008,01,0.000,0
004764523,01,0.000,0
004764523,02,0.000,0
004764523,03,0.000,0
004764774,01,0.001,0
004764774,02,0.000,0
004768611,01,0.000,0
004768668,01,0.000,0
004768668,02,0.000,0
004768668,03,0.000,0
004768668,04,0.000,0
004768668,05,0.000,0
004768677,01,0.000,0
004768731,01,0.000,0
004768756,01,0.000,0
004768846,01,0.000,0
004768846,02,0.000,0
004768846,03,0.000,0
004768846,04,0.000,0
004768919,01,0.000,0
004768919,02,0.000,0
004769007,01,0.000,0
004769505,01,0.000,0
004769799,01,0.000,0
004769824,01,0.000,0
004769931,01,0.000,0
004769931,02,0.000,0
004770092,01,0.000,0
004770174,01,1.000,1
004770174,02,0.999,1
004770365,01,1.000,1
004770365,02,0.975,1
004770365,03,0.987,1
004770617,01,1.000,1
004770617,02,0.992,1
004770617,03,0.972,1
004771030,01,0.000,0
004771030,02,0.000,0
004771030,03,0.000,0
004771137,01,0.000,0
004771149,01,0.000,0
004771201,01,0.000,0
004772095,01,0.110,0
004772953,01,0.000,0
004773088,01,0.000,0
004773133,01,0.000,0
004773133,02,0.000,0
004773133,03,0.000,0
004773133,04,0.000,0
004773155,01,0.000,0
004773155,02,0.000,0
004773155,03,0.000,0
004773155,04,0.000,0
004773155,05,0.000,0
004773318,01,0.000,0
004773392,01,0.971,1
004773851,01,0.000,0
004773851,02,0.000,0
004774194,01,0.000,0
004774208,01,0.000,0
004774208,02,0.000,0
004774208,03,0.000,0
004774321,01,0.000,0
004774321,02,0.000,0
004774321,03,0.000,0
004774574,01,0.000,0
004774574,02,0.000,0
004774574,03,0.000,0
004774574,04,0.000,0
004774646,01,0.000,0
004813563,01,1.000,1
004813750,01,0.627,1
004813793,01,0.867,1
004814229,01,0.000,0
004814290,01,0.000,0
004814290,02,0.000,0
004814290,03,0.000,0
004814290,04,0.000,0
004814502,01,1.000,1
004815520,01,0.998,1
004815612,01,0.000,0
004815965,01,0.000,0
004816098,01,0.000,0
004816098,02,0.000,0
004819301,01,0.000,0
004819301,02,0.000,0
004819301,03,0.000,0
004819301,04,0.000,0
004819423,01,0.000,0
004819423,02,0.000,0
004819423,03,0.000,0
004819423,04,0.000,0
004819528,01,0.000,0
004819564,01,0.000,0
004819564,02,0.000,0
004819916,01,0.000,0
004820550,01,1.000,1
004820642,01,0.000,0
004820642,02,0.000,0
004820642,03,0.000,0
004821181,01,0.000,0
004821181,02,0.000,0
004821181,03,0.000,0
004821181,04,0.000,0
004821181,05,0.000,0
004821181,06,0.000,0
004821181,07,0.000,0
004821181,08,0.000,0
004821181,09,0.000,0
004821181,10,0.000,0
004821709,01,0.000,0
004824268,01,0.000,0
004824268,02,0.000,0
004824872,01,0.000,0
004824942,01,0.000,0
004824942,02,0.000,0
004824987,01,0.000,0
004825003,01,0.000,0
004825614,01,0.000,0
004825832,02,0.000,0
004825832,03,0.000,0
004825832,04,0.000,0
004826031,01,0.000,0
004826110,01,0.000,0
004826145,01,0.000,0
004826257,01,0.000,0
004826257,02,0.000,0
004826257,03,0.000,0
004826439,01,0.000,0
004826652,01,0.000,0
004827352,01,0.000,0
004827662,01,0.000,0
004827723,01,1.000,1
004827723,02,0.000,0
004827910,01,0.000,0
004828341,01,0.000,0
004828345,01,0.000,0
004828345,02,0.000,0
004829243,01,0.000,0
004829935,01,0.000,0
004830605,01,0.985,1
004831616,01,0.000,0
004831616,02,0.000,0
004831728,01,1.000,1
004831728,02,0.899,1
004831769,01,0.000,0
004832175,01,0.000,0
004832197,01,0.000,0
004832225,01,0.000,0
004832225,02,0.000,0
004832273,01,0.000,0
004832837,01,1.000,1
004832837,02,0.917,1
004832949,01,0.000,0
004833050,01,0.000,0
004833050,02,0.000,0
004833135,01,0.000,0
004833135,02,0.000,0
004833135,03,0.000,0
004833135,04,0.000,0
004833135,05,0.000,0
004833135,06,0.000,0
004833135,07,0.000,0
004833421,01,1.000,1
004833421,02,1.000,1
004833421,03,1.000,1
004833421,04,1.000,1
004833421,05,1.000,1
004839180,01,0.000,0
004839180,02,0.000,0
004839180,03,0.000,0
004839508,01,0.000,0
004839508,02,0.000,0
004840156,01,0.000,0
004840263,01,0.000,0
004840327,01,0.000,0
004840513,01,0.759,1
004840513,02,0.000,0
004840513,03,0.000,0
004840513,04,0.000,0
004840513,05,0.000,0
004840519,01,0.000,0
004840672,01,0.413,1
004840675,01,0.000,0
004840675,02,0.000,0
004840818,01,0.000,0
004840978,01,0.000,0
004841314,01,0.000,0
004841314,02,0.000,0
004841374,01,0.999,1
004842166,01,0.000,0
004843037,01,0.000,0
004843152,01,0.000,0
004843152,02,0.000,0
004843152,03,0.000,0
004843152,04,0.000,0
004843152,05,0.000,0
004843152,06,0.000,0
004843152,07,0.000,0
004843592,01,0.000,0
004843592,02,0.000,0
004844004,01,0.000,0
004844004,02,0.000,0
004844367,01,0.983,1
004844470,01,0.955,1
004844622,01,0.000,0
004844804,01,0.000,0
004845003,01,0.000,0
004845555,01,0.000,0
004845555,02,0.000,0
004845555,03,0.000,0
004845555,04,0.000,0
004845555,05,0.000,0
004845555,06,0.000,0
004845555,07,0.000,0
004845555,08,0.000,0
004845555,09,0.000,0
004845665,01,0.000,0
004845665,02,0.000,0
004845862,01,0.002,0
004846150,01,0.000,0
004846150,02,0.000,0
004846150,04,0.000,0
004846150,05,0.000,0
004846539,01,0.000,0
004846856,01,0.977,1
004846926,01,0.000,0
004847343,01,0.000,0
004847371,01,0.000,0
004847371,02,0.000,0
004847411,01,0.000,0
004847411,02,0.000,0
004847411,03,0.000,0
004847534,01,1.000,1
004847602,01,0.000,0
004847691,01,0.000,0
004847691,02,0.000,0
004847782,01,0.000,0
004847782,02,0.000,0
004847801,01,0.000,0
004847801,02,0.000,0
004847832,01,0.000,0
004847832,02,0.000,0
004847832,03,0.000,0
004847832,04,0.000,0
004847832,05,0.000,0
004847832,06,0.000,0
004847843,01,0.000,0
004847843,02,0.000,0
004848115,01,0.002,0
004848216,01,0.000,0
004848321,01,0.000,0
004848423,01,0.000,0
004848424,01,0.000,0
004848532,01,0.000,0
004850046,01,0.000,0
004850499,01,0.000,0
004850499,02,0.000,0
004850499,03,0.000,0
004850499,04,0.000,0
004850763,01,0.000,0
004850763,02,0.000,0
004850763,03,0.000,0
004850809,01,0.000,0
004850809,02,0.000,0
004850843,01,0.000,0
004850843,02,0.000,0
004850843,03,0.000,0
004850961,01,0.966,1
004851072,01,0.000,0
004851089,01,0.000,0
004851089,02,0.000,0
004851089,03,0.000,0
004851145,01,0.000,0
004851217,01,0.000,0
004851239,01,0.000,0
004851239,03,0.000,0
004851239,04,0.000,0
004851239,05,0.000,0
004851239,06,0.000,0
004851239,07,0.000,0
004851239,08,0.000,0
004851239,09,0.000,0
004851283,01,0.000,0
004851304,02,0.000,0
004851304,03,0.000,0
004851304,04,0.000,0
004851304,05,0.000,0
004851338,01,0.000,0
004851356,01,0.000,0
004851365,01,0.000,0
004851464,01,0.001,0
004851464,02,0.000,0
004851464,03,0.000,0
004851530,01,0.011,0
004851530,02,0.989,1
004851881,01,0.000,0
004852297,01,0.000,0
004852528,01,1.000,1
004852528,02,1.000,1
004852528,03,1.000,1
004852528,04,1.000,1
004852528,05,1.000,1
004853523,01,0.000,0
004853523,02,0.000,0
004856549,01,0.000,0
004856630,01,0.000,0
004856630,02,0.000,0
004857058,01,0.981,1
004857058,02,0.129,0
004857213,01,1.000,1
004857734,01,0.000,0
004857845,01,0.000,0
004858525,01,0.000,0
004858610,01,0.000,0
004859557,01,0.000,0
004859557,02,0.000,0
004859559,01,0.000,0
004859694,01,0.000,0
004860300,01,0.000,0
004860300,02,0.000,0
004860444,01,0.000,0
004860678,01,0.993,1
004860678,02,0.899,1
004860686,01,0.000,0
004860890,01,0.000,0
004860890,02,0.000,0
004860932,01,0.000,0
004860932,02,0.000,0
004861194,01,0.000,0
004861364,01,0.000,0
004861527,01,0.000,0
004861527,02,0.000,0
004861736,01,0.000,0
004861736,02,0.000,0
004861736,03,0.000,0
004861784,01,0.000,0
004861791,01,0.000,0
004861821,01,0.000,0
004862155,01,0.000,0
004862332,01,0.002,0
004862625,01,0.000,0
004862625,02,0.000,0
004862625,03,0.000,0
004862625,04,0.000,0
004862625,05,0.000,0
004862730,01,0.000,0
004862968,01,0.000,0
004862968,02,0.000,0
004862968,03,0.000,0
004863077,01,0.000,0
004863260,01,0.000,0
004863369,01,0.001,0
004863614,01,0.000,0
004863614,02,0.000,0
004863614,03,0.000,0
004863614,04,0.000,0
004863614,05,0.000,0
004863614,06,0.000,0
004863753,01,0.002,0
004863836,01,0.000,0
004864462,01,0.000,0
004864462,02,0.000,0
004864462,03,0.000,0
004864462,04,0.000,0
004864462,05,0.000,0
004864462,06,0.000,0
004864734,01,0.000,0
004902030,01,0.000,0
004902030,02,0.000,0
004902202,01,0.405,0
004902475,01,0.000,0
004904941,01,0.000,0
004906988,01,0.000,0
004907266,01,0.000,0
004907533,01,0.000,0
004908495,01,0.000,0
004909697,01,0.000,0
004909697,02,0.000,0
004909707,01,0.000,0
004909707,02,0.000,0
004912589,01,0.000,0
004912650,01,0.923,1
004912991,01,0.000,0
004912991,02,0.000,0
004913000,01,0.000,0
004913852,01,1.000,1
004913858,01,0.000,0
004913858,02,0.000,0
004914032,01,0.000,0
004914399,01,0.000,0
004914423,01,1.000,1
004914423,02,1.000,1
004914566,01,0.991,1
004914709,01,0.000,0
004914709,02,0.000,0
004914737,01,0.000,0
004914737,02,0.000,0
004915638,01,1.000,1
004916395,01,0.000,0
004917014,01,0.000,0
004917213,01,0.000,0
004917213,02,0.000,0
004917213,03,0.000,0
004917596,01,1.000,1
004917786,01,0.000,0
004918303,01,0.999,1
004918309,01,1.000,1
004919145,01,0.000,0
004919145,02,0.000,0
004919145,03,0.000,0
004919145,04,0.000,0
004919145,05,0.000,0
004919243,01,0.000,0
004919243,02,0.000,0
004919243,04,0.000,0
004919550,01,1.000,1
004919809,01,0.000,0
004919814,01,0.000,0
004919818,01,0.000,0
004919818,02,0.000,0
004919818,03,0.000,0
004919818,04,0.000,0
004920125,01,0.000,0
004920125,02,0.000,0
004920125,03,0.000,0
004920178,01,0.000,0
004920178,02,0.000,0
004920178,03,0.000,0
004920178,04,0.000,0
004922182,01,0.000,0
004922182,02,0.000,0
004922182,03,0.000,0
004922182,04,0.000,0
004922182,05,0.000,0
004922182,06,0.000,0
004922182,07,0.000,0
004926962,01,0.000,0
004926962,02,0.000,0
004926962,03,0.000,0
004926962,04,0.000,0
004927048,01,0.000,0
004927192,01,0.000,0
004927315,01,0.000,0
004927315,02,0.000,0
004927432,01,0.000,0
004927495,01,0.000,0
004927495,02,0.000,0
004927734,01,0.000,0
004927985,01,0.000,0
004928119,01,0.000,0
004928203,01,0.000,0
004928235,01,0.000,0
004928235,02,0.000,0
004929016,01,0.000,0
004929016,02,0.000,0
004929016,03,0.000,0
004929016,04,0.000,0
004929016,05,0.000,0
004929016,06,0.000,0
004929016,09,0.000,0
004929092,01,0.000,0
004929092,02,0.000,0
004929092,03,0.000,0
004929092,05,0.000,0
004929092,06,0.000,0
004929299,01,0.000,0
004929299,02,0.000,0
004929747,01,0.000,0
004930578,01,0.000,0
004930578,02,0.000,0
004930913,01,0.000,0
004931073,01,0.000,0
004931073,02,0.000,0
004931073,03,0.000,0
004931331,01,0.000,0
004931390,01,0.000,0
004931390,02,0.000,0
004931390,03,0.000,0
004932013,01,0.097,0
004932348,01,0.000,0
004932348,02,0.000,0
004932417,01,0.000,0
004932417,02,0.000,0
004932442,01,0.993,1
004932657,01,0.000,0
004932657,02,0.000,0
004932657,03,0.000,0
004932663,01,0.000,0
004932663,02,0.000,0
004932663,03,0.000,0
004932663,04,0.000,0
004932663,05,0.000,0
004932689,01,0.000,0
004932691,01,0.000,0
004932691,02,0.000,0
004933476,01,0.000,0
004933476,02,0.000,0
004933476,03,0.000,0
004933476,05,0.000,0
004934893,01,0.000,0
004934893,02,0.000,0
004935172,01,0.785,1
004935181,01,0.000,0
004935249,01,0.000,0
004935249,02,0.000,0
004935249,03,0.000,0
004935249,04,0.000,0
004935249,06,0.000,0
004935606,01,0.000,0
004935813,01,0.000,0
004935813,02,0.000,0
004935813,03,0.000,0
004935914,01,0.000,0
004935914,02,0.000,0
004936089,01,0.000,0
004936089,02,0.000,0
004936089,03,0.000,0
004936180,01,0.000,0
004936180,02,0.000,0
004936438,01,0.000,0
004936438,02,0.000,0
004936438,03,0.000,0
004936463,01,0.001,0
004936524,01,0.000,0
004936524,02,0.000,0
004936644,01,0.000,0
004936644,02,0.000,0
004936644,03,0.000,0
004936644,04,0.000,0
004936990,01,0.000,0
004936990,02,0.000,0
004937143,01,0.000,0
004937143,02,0.000,0
004937206,01,0.000,0
004937327,01,0.000,0
004937340,01,0.000,0
004937435,01,0.000,0
004937435,02,0.000,0
004937512,01,0.000,0
004937872,01,0.000,0
004938281,01,0.000,0
004938281,02,0.000,0
004938281,03,0.000,0
004938893,01,0.000,0
004939265,01,0.000,0
004939265,02,0.000,0
004939265,03,1.000,1
004939265,04,0.000,0
004939265,05,0.000,0
004939281,01,0.000,0
004939346,01,0.989,1
004939346,02,0.989,1
004939472,01,0.000,0
004939533,01,0.985,1
004940092,01,0.000,0
004940092,02,0.000,0
004940201,01,0.000,0
004940201,02,0.000,0
004940203,01,0.987,1
004940226,01,0.000,0
004940226,02,0.000,0
004940438,01,0.000,0
004940438,02,0.000,0
004944828,01,0.000,0
004945035,01,0.000,0
004945107,01,0.000,0
004945107,02,0.000,0
004945107,03,0.000,0
004945266,01,0.000,0
004945266,02,0.000,0
004945266,03,0.000,0
004945266,04,0.000,0
004945266,05,0.000,0
004945266,06,0.000,0
004945266,07,0.000,0
004945266,08,0.000,0
004945285,01,0.000,0
004945346,01,0.000,0
004945547,01,0.000,0
004945547,02,0.000,0
004945764,01,0.926,1
004945764,02,0.000,0
004945764,03,0.000,0
004945764,04,0.000,0
004945764,05,0.000,0
004945877,01,1.000,1
004946049,01,0.000,0
004946581,01,0.000,0
004946584,01,0.000,0
004946584,02,0.000,0
004946584,03,0.000,0
004946627,01,0.000,0
004946680,01,0.000,0
004946680,02,0.000,0
004946956,01,0.000,0
004946956,02,0.000,0
004946992,01,0.000,0
004946992,03,0.000,0
004946992,06,0.000,0
004946992,07,0.000,0
004946992,08,0.000,0
004946992,09,0.000,0
004947130,01,0.000,0
004947556,01,0.000,0
004947556,02,0.910,1
004947726,01,0.000,0
004947726,02,0.000,0
004948730,01,0.000,0
004948730,02,0.000,0
004948863,01,0.000,0
004948863,02,0.000,0
004948991,01,0.000,0
004948991,03,0.000,0
004949187,01,0.000,0
004949187,02,0.000,0
004949187,03,0.000,0
004949187,04,0.000,0
004949214,01,0.000,0
004949524,01,0.000,0
004949751,01,0.000,0
004949769,01,0.000,0
004949795,01,0.000,0
004949797,01,0.000,0
004949801,01,0.000,0
004949801,02,0.000,0
004949825,01,0.000,0
004950232,01,0.001,0
004950557,01,0.000,0
004951030,01,0.000,0
004951249,01,0.000,0
004951447,01,0.000,0
004951447,02,0.000,0
004951447,03,0.000,0
004951447,04,0.000,0
004951447,05,0.000,0
004951447,06,0.000,0
004951447,07,0.000,0
004951447,08,0.000,0
004951599,01,0.000,0
004951599,02,0.000,0
004951599,03,0.000,0
004951711,01,0.000,0
004951877,01,0.998,1
004952226,01,0.000,0
004952226,02,0.000,0
004952226,03,0.000,0
004952259,01,0.000,0
004952341,01,0.000,0
004952341,02,0.000,0
004952608,01,0.000,0
004953173,01,0.000,0
004953262,01,0.233,0
004953696,01,0.000,0
004953696,02,0.000,0
004954074,01,0.000,0
004988995,01,0.011,0
004989057,01,1.000,1
004989382,01,0.000,0
004989879,01,0.000,0
004990101,01,0.000,0
004990101,02,0.000,0
004990977,01,0.000,0
004990977,02,0.000,0
004991208,01,0.998,1
004991436,01,0.000,0
004991436,02,0.000,0
004994506,01,0.000,0
004994971,01,0.000,0
004995948,01,0.000,0
004995948,02,0.000,0
004995948,03,0.000,0
004995948,04,0.000,0
004995953,01,0.000,0
004995953,02,0.000,0
004995953,03,0.000,0
004995953,04,0.000,0
004995953,05,0.000,0
004996057,02,0.794,1
004996057,03,0.000,0
004996558,01,0.000,0
005000179,01,0.000,0
005000179,02,0.000,0
005000179,03,0.000,0
005000456,01,0.000,0
005000456,02,0.000,0
005001655,01,0.000,0
005001655,02,0.000,0
005001655,03,0.000,0
005001655,04,0.000,0
005001685,01,0.000,0
005002968,01,0.000,0
005003117,01,0.000,0
005003117,02,0.000,0
005003342,01,0.000,0
005003670,01,1.000,1
005003670,02,0.607,1
005003670,03,0.989,1
005004660,01,0.000,0
005004705,01,0.000,0
005004909,01,0.135,0
005005121,01,0.994,1
005005618,01,0.000,0
005006437,01,0.000,0
005006817,01,0.000,0
005007345,01,1.000,1
005007640,01,0.000,0
005007640,02,0.000,0
005007640,03,0.000,0
005008211,01,0.000,0
005008245,01,1.000,1
005008501,01,0.045,0
005008689,01,0.000,0
005008954,01,0.000,0
005008954,02,0.000,0
005008966,01,0.000,0
005009189,01,0.000,0
005009189,02,0.000,0
005009189,03,0.000,0
005009688,01,0.198,0
005009743,01,0.996,1
005010302,01,0.000,0
005010302,02,0.000,0
005010302,03,0.000,0
005014753,01,0.002,0
005014753,02,0.000,0
005014903,01,0.000,0
005015459,01,0.000,0
005015542,02,0.000,0
005015667,01,0.000,0
005015913,01,0.000,0
005016163,01,0.000,0
005016873,01,0.000,0
005016873,02,0.000,0
005016873,03,0.000,0
005017058,01,0.000,0
005017127,01,0.000,0
005018787,01,0.000,0
005018787,02,0.000,0
005018976,01,0.000,0
005018976,02,0.000,0
005018976,03,0.000,0
005018976,04,0.000,0
005018976,06,0.000,0
005018976,07,0.000,0
005019101,01,0.000,0
005019101,02,0.000,0
005019101,03,0.000,0
005019101,04,0.000,0
005019101,05,0.000,0
005019101,06,0.000,0
005019101,08,0.000,0
005019234,01,0.000,0
005019234,02,0.000,0
005019498,01,0.000,0
005019498,02,0.000,0
005019567,01,0.000,0
005019567,02,0.000,0
005019567,03,0.000,0
005019567,04,0.000,0
005019567,05,0.000,0
005019587,01,0.000,0
005019587,02,0.000,0
005020034,01,0.000,0
005020044,01,0.000,0
005020044,02,0.000,0
005020065,01,0.000,0
005020319,01,1.000,1
